BROJ_CESTICE;listing_match_score;listing_match_reasons;area_used_m2;area_official_m2;area_geometry_m2;google_maps_url;listing_yard_area_m2;listing_house_footprint_m2;listing_auxiliary_footprint_m2;listing_other_building_footprint_m2;listing_house_candidate_count;listing_auxiliary_building_count;has_house_or_building;house_filter_reason;house_building_count;house_building_intersection_area_m2;house_building_candidate;property_description;gml_id;CESTICA_ID;POVRSINA_GRAFICKA;MATICNI_BROJ_KO
1724;260;"parcel_area_within_1m2(delta=0.35); built_footprint_within_25m2(delta=0.68); house_footprint_matches_two_floor_ad(delta=0.3); auxiliary_building_matches_ad(delta=0.38); yard_area_matches_ad(delta=0.33); building_count_exactly_2; has_house_and_auxiliary_building; useful_description_keyword";704.65;704.65;704.6457499993757;https://www.google.com/maps/search/?api=1&query=45.82674171%2C16.15834895;441.33;181.7;81.62;0.0;1;1;True;"meaningful_building_object_overlap; accepted_count=2; accepted_area_m2=263.32; include_keyword_match_count=2";2;263.32;source=nacini_uporabe_zgrada.gml::ZGRADE | intersect_area_m2=181.7 | ZGRADA_ID=11842986 | BROJ_ZGRADE=1903 | SIFRA_NACINA_UPORABE_ZGRADE=101 | NACIN_UPORABE_ZGRADE=KUĆA || source=nacini_uporabe_zgrada.gml::ZGRADE | intersect_area_m2=81.62 | ZGRADA_ID=11856447 | BROJ_ZGRADE=16756 | SIFRA_NACINA_UPORABE_ZGRADE=406 | NACIN_UPORABE_ZGRADE=POMOĆNA ZGRADA;source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=5557271 | SIFRA_NACINA_UPORABE_ZEMLJISTA=523 | NACINA_UPORABE_ZEMLJISTA=PUT || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=7723724 | SIFRA_NACINA_UPORABE_ZEMLJISTA=502 | NACINA_UPORABE_ZEMLJISTA=DVORIŠTE || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=5557272 | SIFRA_NACINA_UPORABE_ZEMLJISTA=523 | NACINA_UPORABE_ZEMLJISTA=PUT || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=441.33 | NACIN_UPORABE_ID=5557270 | SIFRA_NACINA_UPORABE_ZEMLJISTA=502 | NACINA_UPORABE_ZEMLJISTA=DVORIŠTE || source=nacini_uporabe_zgrada.gml::ZGRADE | intersect_area_m2=181.7 | ZGRADA_ID=11842986 | BROJ_ZGRADE=1903 | SIFRA_NACINA_UPORABE_ZGRADE=101 | NACIN_UPORABE_ZGRADE=KUĆA || source=nacini_uporabe_zgrada.gml::ZGRADE | intersect_area_m2=81.62 | ZGRADA_ID=11856447 | BROJ_ZGRADE=16756 | SIFRA_NACINA_UPORABE_ZGRADE=406 | NACIN_UPORABE_ZGRADE=POMOĆNA ZGRADA;CESTICE.37457533;37457533;704.65;325392
