BROJ_CESTICE,area_used_m2,area_official_m2,area_geometry_m2,google_maps_url,property_description,gml_id,CESTICA_ID,POVRSINA_GRAFICKA,MATICNI_BROJ_KO
2781,698.69,698.69,698.6919499900088,"https://www.google.com/maps?q=45.81918752218262,16.176692635894995",source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=6949363 | SIFRA_NACINA_UPORABE_ZEMLJISTA=502 | NACINA_UPORABE_ZEMLJISTA=DVORIŠTE || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=489.21 | NACIN_UPORABE_ID=6949406 | SIFRA_NACINA_UPORABE_ZEMLJISTA=502 | NACINA_UPORABE_ZEMLJISTA=DVORIŠTE || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=6464603 | SIFRA_NACINA_UPORABE_ZEMLJISTA=523 | NACINA_UPORABE_ZEMLJISTA=PUT || source=nacini_uporabe_zgrada.gml::ZGRADE | intersect_area_m2=40.35 | ZGRADA_ID=11856598 | BROJ_ZGRADE=16525 | SIFRA_NACINA_UPORABE_ZGRADE=402 | NACIN_UPORABE_ZGRADE=NADSTREŠNICA || source=nacini_uporabe_zgrada.gml::ZGRADE | intersect_area_m2=139.43 | ZGRADA_ID=11856245 | BROJ_ZGRADE=15736 | SIFRA_NACINA_UPORABE_ZGRADE=101 | NACIN_UPORABE_ZGRADE=KUĆA || source=nacini_uporabe_zgrada.gml::ZGRADE | intersect_area_m2=29.71 | ZGRADA_ID=11856597 | BROJ_ZGRADE=16524 | SIFRA_NACINA_UPORABE_ZGRADE=401 | NACIN_UPORABE_ZGRADE=GARAŽA,CESTICE.37456414,37456414,698.69,325392
3775,698.87,698.87,698.871400014304,"https://www.google.com/maps?q=45.81364299291181,16.182047758959037",source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=7461262 | SIFRA_NACINA_UPORABE_ZEMLJISTA=547 | NACINA_UPORABE_ZEMLJISTA=NERAZVRSTANA CESTA || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=5552224 | SIFRA_NACINA_UPORABE_ZEMLJISTA=101 | NACINA_UPORABE_ZEMLJISTA=ORANICA || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=698.87 | NACIN_UPORABE_ID=5557896 | SIFRA_NACINA_UPORABE_ZEMLJISTA=523 | NACINA_UPORABE_ZEMLJISTA=PUT || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=5557963 | SIFRA_NACINA_UPORABE_ZEMLJISTA=502 | NACINA_UPORABE_ZEMLJISTA=DVORIŠTE || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=5557973 | SIFRA_NACINA_UPORABE_ZEMLJISTA=502 | NACINA_UPORABE_ZEMLJISTA=DVORIŠTE || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=5557976 | SIFRA_NACINA_UPORABE_ZEMLJISTA=101 | NACINA_UPORABE_ZEMLJISTA=ORANICA,CESTICE.37456892,37456892,698.87,325392
5834/2,699.0,699.0,698.6867000035395,"https://www.google.com/maps?q=45.821927683158606,16.13953035082488",source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=5553308 | SIFRA_NACINA_UPORABE_ZEMLJISTA=101 | NACINA_UPORABE_ZEMLJISTA=ORANICA || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=7705262 | SIFRA_NACINA_UPORABE_ZEMLJISTA=523 | NACINA_UPORABE_ZEMLJISTA=PUT || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=698.69 | NACIN_UPORABE_ID=5553638 | SIFRA_NACINA_UPORABE_ZEMLJISTA=101 | NACINA_UPORABE_ZEMLJISTA=ORANICA || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=5552500 | SIFRA_NACINA_UPORABE_ZEMLJISTA=101 | NACINA_UPORABE_ZEMLJISTA=ORANICA || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=6909000 | SIFRA_NACINA_UPORABE_ZEMLJISTA=106 | NACINA_UPORABE_ZEMLJISTA=LIVADA,CESTICE.37458044,37458044,699.0,325392
5307/4,699.0,699.0,699.034200004211,"https://www.google.com/maps?q=45.818746837776,16.154937911775566",source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=5552878 | SIFRA_NACINA_UPORABE_ZEMLJISTA=101 | NACINA_UPORABE_ZEMLJISTA=ORANICA || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=6839760 | SIFRA_NACINA_UPORABE_ZEMLJISTA=542 | NACINA_UPORABE_ZEMLJISTA=GOSPODARSKO DVORIŠTE || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=5552630 | SIFRA_NACINA_UPORABE_ZEMLJISTA=101 | NACINA_UPORABE_ZEMLJISTA=ORANICA || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=5552953 | SIFRA_NACINA_UPORABE_ZEMLJISTA=523 | NACINA_UPORABE_ZEMLJISTA=PUT || source=nacini_uporabe_zgrada.gml::ZGRADE | intersect_area_m2=38.62 | ZGRADA_ID=11848155 | BROJ_ZGRADE=6704 | SIFRA_NACINA_UPORABE_ZGRADE=101 | NACIN_UPORABE_ZGRADE=KUĆA,CESTICE.37453925,37453925,699.0,325392
3315,699.0,699.0,698.5128999954533,"https://www.google.com/maps?q=45.8287850611121,16.1990896473641",source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=7493121 | SIFRA_NACINA_UPORABE_ZEMLJISTA=523 | NACINA_UPORABE_ZEMLJISTA=PUT || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=5554702 | SIFRA_NACINA_UPORABE_ZEMLJISTA=105 | NACINA_UPORABE_ZEMLJISTA=VINOGRAD || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=698.51 | NACIN_UPORABE_ID=5553899 | SIFRA_NACINA_UPORABE_ZEMLJISTA=105 | NACINA_UPORABE_ZEMLJISTA=VINOGRAD || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=6427995 | SIFRA_NACINA_UPORABE_ZEMLJISTA=502 | NACINA_UPORABE_ZEMLJISTA=DVORIŠTE || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=6469417 | SIFRA_NACINA_UPORABE_ZEMLJISTA=523 | NACINA_UPORABE_ZEMLJISTA=PUT,CESTICE.37460105,37460105,699.0,325392
1010,699.0,699.0,698.57065000451,"https://www.google.com/maps?q=45.826903335888645,16.14169796848391",source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=5555097 | SIFRA_NACINA_UPORABE_ZEMLJISTA=101 | NACINA_UPORABE_ZEMLJISTA=ORANICA || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=5555225 | SIFRA_NACINA_UPORABE_ZEMLJISTA=523 | NACINA_UPORABE_ZEMLJISTA=PUT || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=5552156 | SIFRA_NACINA_UPORABE_ZEMLJISTA=101 | NACINA_UPORABE_ZEMLJISTA=ORANICA || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=5552149 | SIFRA_NACINA_UPORABE_ZEMLJISTA=101 | NACINA_UPORABE_ZEMLJISTA=ORANICA || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=698.57 | NACIN_UPORABE_ID=5552152 | SIFRA_NACINA_UPORABE_ZEMLJISTA=101 | NACINA_UPORABE_ZEMLJISTA=ORANICA,CESTICE.37455437,37455437,699.0,325392
128,699.0,699.0,699.216099999111,"https://www.google.com/maps?q=45.83132351880732,16.13155448043495",source=nacini_uporabe_zgrada.gml::ZGRADE | intersect_area_m2=10.69 | ZGRADA_ID=11843564 | BROJ_ZGRADE=7498 | SIFRA_NACINA_UPORABE_ZGRADE=407 | NACIN_UPORABE_ZGRADE=TERASA || source=nacini_uporabe_zgrada.gml::ZGRADE | intersect_area_m2=97.23 | ZGRADA_ID=11846290 | BROJ_ZGRADE=836 | SIFRA_NACINA_UPORABE_ZGRADE=101 | NACIN_UPORABE_ZGRADE=KUĆA,CESTICE.37459331,37459331,699.0,325392
7227,699.14,699.14,699.1386500057844,"https://www.google.com/maps?q=45.81488128979855,16.132085523172012",source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=6535709 | SIFRA_NACINA_UPORABE_ZEMLJISTA=303 | NACINA_UPORABE_ZEMLJISTA=KANAL || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=6535708 | SIFRA_NACINA_UPORABE_ZEMLJISTA=547 | NACINA_UPORABE_ZEMLJISTA=NERAZVRSTANA CESTA || source=nacini_uporabe_zgrada.gml::ZGRADE | intersect_area_m2=0.0 | ZGRADA_ID=11849272 | BROJ_ZGRADE=6672 | SIFRA_NACINA_UPORABE_ZGRADE=601 | NACIN_UPORABE_ZGRADE=GOSPODARSKA ZGRADA || source=nacini_uporabe_zgrada.gml::ZGRADE | intersect_area_m2=212.04 | ZGRADA_ID=11851358 | BROJ_ZGRADE=5025 | SIFRA_NACINA_UPORABE_ZGRADE=101 | NACIN_UPORABE_ZGRADE=KUĆA,CESTICE.37454144,37454144,699.14,325392
1328,699.19,699.19,699.186250004854,"https://www.google.com/maps?q=45.82531758170464,16.14837265082173",source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=6599209 | SIFRA_NACINA_UPORABE_ZEMLJISTA=502 | NACINA_UPORABE_ZEMLJISTA=DVORIŠTE || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=5551322 | SIFRA_NACINA_UPORABE_ZEMLJISTA=502 | NACINA_UPORABE_ZEMLJISTA=DVORIŠTE || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=5557326 | SIFRA_NACINA_UPORABE_ZEMLJISTA=523 | NACINA_UPORABE_ZEMLJISTA=PUT || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=5557178 | SIFRA_NACINA_UPORABE_ZEMLJISTA=502 | NACINA_UPORABE_ZEMLJISTA=DVORIŠTE || source=nacini_uporabe_zgrada.gml::ZGRADE | intersect_area_m2=56.55 | ZGRADA_ID=11852056 | BROJ_ZGRADE=3237 | SIFRA_NACINA_UPORABE_ZGRADE=101 | NACIN_UPORABE_ZGRADE=KUĆA || source=nacini_uporabe_zgrada.gml::ZGRADE | intersect_area_m2=47.19 | ZGRADA_ID=11849873 | BROJ_ZGRADE=5506 | SIFRA_NACINA_UPORABE_ZGRADE=601 | NACIN_UPORABE_ZGRADE=GOSPODARSKA ZGRADA,CESTICE.37461343,37461343,699.19,325392
10025,699.54,699.54,699.5361999986541,"https://www.google.com/maps?q=45.81436860389444,16.183739816575184",source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=7461262 | SIFRA_NACINA_UPORABE_ZEMLJISTA=547 | NACINA_UPORABE_ZEMLJISTA=NERAZVRSTANA CESTA || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=7461260 | SIFRA_NACINA_UPORABE_ZEMLJISTA=101 | NACINA_UPORABE_ZEMLJISTA=ORANICA || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=7461261 | SIFRA_NACINA_UPORABE_ZEMLJISTA=502 | NACINA_UPORABE_ZEMLJISTA=DVORIŠTE || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=7937295 | SIFRA_NACINA_UPORABE_ZEMLJISTA=547 | NACINA_UPORABE_ZEMLJISTA=NERAZVRSTANA CESTA,CESTICE.37460994,37460994,699.54,325392
1329,699.83,699.83,699.8328000009403,"https://www.google.com/maps?q=45.825499168867424,16.148434072072472",source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=5551322 | SIFRA_NACINA_UPORABE_ZEMLJISTA=502 | NACINA_UPORABE_ZEMLJISTA=DVORIŠTE || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=5557326 | SIFRA_NACINA_UPORABE_ZEMLJISTA=523 | NACINA_UPORABE_ZEMLJISTA=PUT || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=395.08 | NACIN_UPORABE_ID=5557178 | SIFRA_NACINA_UPORABE_ZEMLJISTA=502 | NACINA_UPORABE_ZEMLJISTA=DVORIŠTE || source=nacini_uporabe_zgrada.gml::ZGRADE | intersect_area_m2=73.41 | ZGRADA_ID=11856633 | BROJ_ZGRADE=16506 | SIFRA_NACINA_UPORABE_ZGRADE=201 | NACIN_UPORABE_ZGRADE=POSLOVNA ZGRADA || source=nacini_uporabe_zgrada.gml::ZGRADE | intersect_area_m2=127.58 | ZGRADA_ID=11856631 | BROJ_ZGRADE=16504 | SIFRA_NACINA_UPORABE_ZGRADE=201 | NACIN_UPORABE_ZGRADE=POSLOVNA ZGRADA || source=nacini_uporabe_zgrada.gml::ZGRADE | intersect_area_m2=103.76 | ZGRADA_ID=11856632 | BROJ_ZGRADE=16505 | SIFRA_NACINA_UPORABE_ZGRADE=615 | NACIN_UPORABE_ZGRADE=SKLADIŠTE,CESTICE.37461340,37461340,699.83,325392
2462,699.9,699.9,699.9007999999334,"https://www.google.com/maps?q=45.821700907685724,16.171516366233845",source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=471.44 | NACIN_UPORABE_ID=7663932 | SIFRA_NACINA_UPORABE_ZEMLJISTA=502 | NACINA_UPORABE_ZEMLJISTA=DVORIŠTE || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=7663931 | SIFRA_NACINA_UPORABE_ZEMLJISTA=502 | NACINA_UPORABE_ZEMLJISTA=DVORIŠTE || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=7663933 | SIFRA_NACINA_UPORABE_ZEMLJISTA=547 | NACINA_UPORABE_ZEMLJISTA=NERAZVRSTANA CESTA || source=nacini_uporabe_zgrada.gml::ZGRADE | intersect_area_m2=228.46 | ZGRADA_ID=11856880 | BROJ_ZGRADE=16007 | SIFRA_NACINA_UPORABE_ZGRADE=101 | NACIN_UPORABE_ZGRADE=KUĆA,CESTICE.37456745,37456745,699.9,325392
1256,700.0,700.0,699.9717499953114,"https://www.google.com/maps?q=45.82988463370386,16.148394422170625",source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=5556946 | SIFRA_NACINA_UPORABE_ZEMLJISTA=107 | NACINA_UPORABE_ZEMLJISTA=PAŠNJAK || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=5553832 | SIFRA_NACINA_UPORABE_ZEMLJISTA=523 | NACINA_UPORABE_ZEMLJISTA=PUT || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=5553824 | SIFRA_NACINA_UPORABE_ZEMLJISTA=107 | NACINA_UPORABE_ZEMLJISTA=PAŠNJAK || source=nacini_uporabe_zgrada.gml::ZGRADE | intersect_area_m2=37.45 | ZGRADA_ID=11850872 | BROJ_ZGRADE=3209 | SIFRA_NACINA_UPORABE_ZGRADE=601 | NACIN_UPORABE_ZGRADE=GOSPODARSKA ZGRADA || source=nacini_uporabe_zgrada.gml::ZGRADE | intersect_area_m2=18.81 | ZGRADA_ID=11851196 | BROJ_ZGRADE=1768 | SIFRA_NACINA_UPORABE_ZGRADE=601 | NACIN_UPORABE_ZGRADE=GOSPODARSKA ZGRADA || source=nacini_uporabe_zgrada.gml::ZGRADE | intersect_area_m2=2.87 | ZGRADA_ID=11846071 | BROJ_ZGRADE=9889 | SIFRA_NACINA_UPORABE_ZGRADE=408 | NACIN_UPORABE_ZGRADE=STEPENIŠTE || source=nacini_uporabe_zgrada.gml::ZGRADE | intersect_area_m2=6.57 | ZGRADA_ID=11851041 | BROJ_ZGRADE=1767 | SIFRA_NACINA_UPORABE_ZGRADE=601 | NACIN_UPORABE_ZGRADE=GOSPODARSKA ZGRADA || source=nacini_uporabe_zgrada.gml::ZGRADE | intersect_area_m2=82.35 | ZGRADA_ID=11851034 | BROJ_ZGRADE=1759 | SIFRA_NACINA_UPORABE_ZGRADE=101 | NACIN_UPORABE_ZGRADE=KUĆA,CESTICE.37460903,37460903,700.0,325392
5307/5,700.0,700.0,699.8841000075455,"https://www.google.com/maps?q=45.81854478945495,16.154312877233686",source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=5552878 | SIFRA_NACINA_UPORABE_ZEMLJISTA=101 | NACINA_UPORABE_ZEMLJISTA=ORANICA || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=536.37 | NACIN_UPORABE_ID=5556448 | SIFRA_NACINA_UPORABE_ZEMLJISTA=502 | NACINA_UPORABE_ZEMLJISTA=DVORIŠTE || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=6839760 | SIFRA_NACINA_UPORABE_ZEMLJISTA=542 | NACINA_UPORABE_ZEMLJISTA=GOSPODARSKO DVORIŠTE || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=5552629 | SIFRA_NACINA_UPORABE_ZEMLJISTA=303 | NACINA_UPORABE_ZEMLJISTA=KANAL || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=5552954 | SIFRA_NACINA_UPORABE_ZEMLJISTA=303 | NACINA_UPORABE_ZEMLJISTA=KANAL || source=nacini_uporabe_zgrada.gml::ZGRADE | intersect_area_m2=163.52 | ZGRADA_ID=11856828 | BROJ_ZGRADE=16062 | SIFRA_NACINA_UPORABE_ZGRADE=101 | NACIN_UPORABE_ZGRADE=KUĆA,CESTICE.37453926,37453926,700.0,325392
1932,700.0,700.0,699.5682000043691,"https://www.google.com/maps?q=45.82509588591214,16.174098362296313",source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=5551850 | SIFRA_NACINA_UPORABE_ZEMLJISTA=101 | NACINA_UPORABE_ZEMLJISTA=ORANICA || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=699.57 | NACIN_UPORABE_ID=5554310 | SIFRA_NACINA_UPORABE_ZEMLJISTA=101 | NACINA_UPORABE_ZEMLJISTA=ORANICA || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=5552404 | SIFRA_NACINA_UPORABE_ZEMLJISTA=101 | NACINA_UPORABE_ZEMLJISTA=ORANICA || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=5554309 | SIFRA_NACINA_UPORABE_ZEMLJISTA=101 | NACINA_UPORABE_ZEMLJISTA=ORANICA || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=5552435 | SIFRA_NACINA_UPORABE_ZEMLJISTA=101 | NACINA_UPORABE_ZEMLJISTA=ORANICA || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=5552429 | SIFRA_NACINA_UPORABE_ZEMLJISTA=101 | NACINA_UPORABE_ZEMLJISTA=ORANICA || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=5552114 | SIFRA_NACINA_UPORABE_ZEMLJISTA=101 | NACINA_UPORABE_ZEMLJISTA=ORANICA,CESTICE.37453495,37453495,700.0,325392
4986,700.0,700.0,700.4969999980832,"https://www.google.com/maps?q=45.817754747572685,16.161199547413485",source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=5557303 | SIFRA_NACINA_UPORABE_ZEMLJISTA=523 | NACINA_UPORABE_ZEMLJISTA=PUT || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=5554274 | SIFRA_NACINA_UPORABE_ZEMLJISTA=101 | NACINA_UPORABE_ZEMLJISTA=ORANICA || source=nacini_uporabe_zgrada.gml::ZGRADE | intersect_area_m2=143.17 | ZGRADA_ID=11851942 | BROJ_ZGRADE=1738 | SIFRA_NACINA_UPORABE_ZGRADE=101 | NACIN_UPORABE_ZGRADE=KUĆA,CESTICE.37455966,37455966,700.0,325392
5307/2,700.0,700.0,699.9907999994598,"https://www.google.com/maps?q=45.81876270990773,16.154517975575075",source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=5552878 | SIFRA_NACINA_UPORABE_ZEMLJISTA=101 | NACINA_UPORABE_ZEMLJISTA=ORANICA || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=5556448 | SIFRA_NACINA_UPORABE_ZEMLJISTA=502 | NACINA_UPORABE_ZEMLJISTA=DVORIŠTE || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=6839760 | SIFRA_NACINA_UPORABE_ZEMLJISTA=542 | NACINA_UPORABE_ZEMLJISTA=GOSPODARSKO DVORIŠTE || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=5552953 | SIFRA_NACINA_UPORABE_ZEMLJISTA=523 | NACINA_UPORABE_ZEMLJISTA=PUT || source=nacini_uporabe_zgrada.gml::ZGRADE | intersect_area_m2=148.05 | ZGRADA_ID=11847284 | BROJ_ZGRADE=6749 | SIFRA_NACINA_UPORABE_ZGRADE=101 | NACIN_UPORABE_ZGRADE=KUĆA,CESTICE.37453924,37453924,700.0,325392
6184,700.0,700.0,699.5592000140265,"https://www.google.com/maps?q=45.82319456748451,16.133343711722368",source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=5556854 | SIFRA_NACINA_UPORABE_ZEMLJISTA=101 | NACINA_UPORABE_ZEMLJISTA=ORANICA || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=5552783 | SIFRA_NACINA_UPORABE_ZEMLJISTA=101 | NACINA_UPORABE_ZEMLJISTA=ORANICA || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=5557623 | SIFRA_NACINA_UPORABE_ZEMLJISTA=523 | NACINA_UPORABE_ZEMLJISTA=PUT || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=5557558 | SIFRA_NACINA_UPORABE_ZEMLJISTA=502 | NACINA_UPORABE_ZEMLJISTA=DVORIŠTE || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=5557557 | SIFRA_NACINA_UPORABE_ZEMLJISTA=101 | NACINA_UPORABE_ZEMLJISTA=ORANICA || source=nacini_uporabe_zgrada.gml::ZGRADE | intersect_area_m2=102.22 | ZGRADA_ID=11842477 | BROJ_ZGRADE=1393 | SIFRA_NACINA_UPORABE_ZGRADE=101 | NACIN_UPORABE_ZGRADE=KUĆA,CESTICE.37454983,37454983,700.0,325392
8329,700.0,700.0,700.0622499987032,"https://www.google.com/maps?q=45.810693304042545,16.165200700831644",source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=6955541 | SIFRA_NACINA_UPORABE_ZEMLJISTA=520 | NACINA_UPORABE_ZEMLJISTA=ULICA || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=5552319 | SIFRA_NACINA_UPORABE_ZEMLJISTA=101 | NACINA_UPORABE_ZEMLJISTA=ORANICA || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=5551846 | SIFRA_NACINA_UPORABE_ZEMLJISTA=101 | NACINA_UPORABE_ZEMLJISTA=ORANICA || source=nacini_uporabe_zgrada.gml::ZGRADE | intersect_area_m2=4.67 | ZGRADA_ID=11848573 | BROJ_ZGRADE=10152 | SIFRA_NACINA_UPORABE_ZGRADE=408 | NACIN_UPORABE_ZGRADE=STEPENIŠTE || source=nacini_uporabe_zgrada.gml::ZGRADE | intersect_area_m2=14.48 | ZGRADA_ID=11850962 | BROJ_ZGRADE=8065 | SIFRA_NACINA_UPORABE_ZGRADE=407 | NACIN_UPORABE_ZGRADE=TERASA || source=nacini_uporabe_zgrada.gml::ZGRADE | intersect_area_m2=24.84 | ZGRADA_ID=11851061 | BROJ_ZGRADE=3800 | SIFRA_NACINA_UPORABE_ZGRADE=601 | NACIN_UPORABE_ZGRADE=GOSPODARSKA ZGRADA || source=nacini_uporabe_zgrada.gml::ZGRADE | intersect_area_m2=2.54 | ZGRADA_ID=11848569 | BROJ_ZGRADE=10150 | SIFRA_NACINA_UPORABE_ZGRADE=408 | NACIN_UPORABE_ZGRADE=STEPENIŠTE || source=nacini_uporabe_zgrada.gml::ZGRADE | intersect_area_m2=85.8 | ZGRADA_ID=11851542 | BROJ_ZGRADE=4527 | SIFRA_NACINA_UPORABE_ZGRADE=101 | NACIN_UPORABE_ZGRADE=KUĆA,CESTICE.37454790,37454790,700.0,325392
