BROJ_CESTICE,area_used_m2,area_official_m2,area_geometry_m2,google_maps_url,property_description,gml_id,CESTICA_ID,POVRSINA_GRAFICKA,MATICNI_BROJ_KO
2382,697.06,697.06,697.0549500049085,"https://www.google.com/maps?q=45.82214776374215,16.16842319822571",source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=7233445 | SIFRA_NACINA_UPORABE_ZEMLJISTA=523 | NACINA_UPORABE_ZEMLJISTA=PUT || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=6140151 | SIFRA_NACINA_UPORABE_ZEMLJISTA=101 | NACINA_UPORABE_ZEMLJISTA=ORANICA || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=6140152 | SIFRA_NACINA_UPORABE_ZEMLJISTA=101 | NACINA_UPORABE_ZEMLJISTA=ORANICA || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=6140153 | SIFRA_NACINA_UPORABE_ZEMLJISTA=101 | NACINA_UPORABE_ZEMLJISTA=ORANICA || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=544.58 | NACIN_UPORABE_ID=7255527 | SIFRA_NACINA_UPORABE_ZEMLJISTA=502 | NACINA_UPORABE_ZEMLJISTA=DVORIŠTE || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=7800929 | SIFRA_NACINA_UPORABE_ZEMLJISTA=502 | NACINA_UPORABE_ZEMLJISTA=DVORIŠTE || source=nacini_uporabe_zgrada.gml::ZGRADE | intersect_area_m2=152.47 | ZGRADA_ID=13609769 | BROJ_ZGRADE=17842 | SIFRA_NACINA_UPORABE_ZGRADE=101 | NACIN_UPORABE_ZGRADE=KUĆA,CESTICE.37453315,37453315,697.06,325392
7365/2,697.39,697.39,697.390550015201,"https://www.google.com/maps?q=45.81314878782125,16.135315512184874",source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=7552160 | SIFRA_NACINA_UPORABE_ZEMLJISTA=106 | NACINA_UPORABE_ZEMLJISTA=LIVADA || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=7552205 | SIFRA_NACINA_UPORABE_ZEMLJISTA=502 | NACINA_UPORABE_ZEMLJISTA=DVORIŠTE || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=7552159 | SIFRA_NACINA_UPORABE_ZEMLJISTA=106 | NACINA_UPORABE_ZEMLJISTA=LIVADA || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=7552203 | SIFRA_NACINA_UPORABE_ZEMLJISTA=106 | NACINA_UPORABE_ZEMLJISTA=LIVADA || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=5551244 | SIFRA_NACINA_UPORABE_ZEMLJISTA=106 | NACINA_UPORABE_ZEMLJISTA=LIVADA || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=7889564 | SIFRA_NACINA_UPORABE_ZEMLJISTA=547 | NACINA_UPORABE_ZEMLJISTA=NERAZVRSTANA CESTA || source=nacini_uporabe_zgrada.gml::ZGRADE | intersect_area_m2=167.36 | ZGRADA_ID=11845654 | BROJ_ZGRADE=5999 | SIFRA_NACINA_UPORABE_ZGRADE=101 | NACIN_UPORABE_ZGRADE=KUĆA || source=nacini_uporabe_zgrada.gml::ZGRADE | intersect_area_m2=14.75 | ZGRADA_ID=11843793 | BROJ_ZGRADE=9134 | SIFRA_NACINA_UPORABE_ZGRADE=407 | NACIN_UPORABE_ZGRADE=TERASA,CESTICE.37454370,37454370,697.39,325392
8796/1,697.47,697.47,697.4660999959488,"https://www.google.com/maps?q=45.79615767468933,16.168622959904468",source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=5556342 | SIFRA_NACINA_UPORABE_ZEMLJISTA=101 | NACINA_UPORABE_ZEMLJISTA=ORANICA || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=697.47 | NACIN_UPORABE_ID=5556338 | SIFRA_NACINA_UPORABE_ZEMLJISTA=101 | NACINA_UPORABE_ZEMLJISTA=ORANICA || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=5556375 | SIFRA_NACINA_UPORABE_ZEMLJISTA=101 | NACINA_UPORABE_ZEMLJISTA=ORANICA || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=5557489 | SIFRA_NACINA_UPORABE_ZEMLJISTA=303 | NACINA_UPORABE_ZEMLJISTA=KANAL || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=5556410 | SIFRA_NACINA_UPORABE_ZEMLJISTA=101 | NACINA_UPORABE_ZEMLJISTA=ORANICA || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=5556411 | SIFRA_NACINA_UPORABE_ZEMLJISTA=101 | NACINA_UPORABE_ZEMLJISTA=ORANICA || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=5556339 | SIFRA_NACINA_UPORABE_ZEMLJISTA=101 | NACINA_UPORABE_ZEMLJISTA=ORANICA || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=5556341 | SIFRA_NACINA_UPORABE_ZEMLJISTA=101 | NACINA_UPORABE_ZEMLJISTA=ORANICA || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=5556377 | SIFRA_NACINA_UPORABE_ZEMLJISTA=101 | NACINA_UPORABE_ZEMLJISTA=ORANICA,CESTICE.37454891,37454891,697.47,325392
4035,697.5,697.5,697.4993500062981,"https://www.google.com/maps?q=45.813366185311196,16.177286597078485",source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=7514920 | SIFRA_NACINA_UPORABE_ZEMLJISTA=523 | NACINA_UPORABE_ZEMLJISTA=PUT || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=7514919 | SIFRA_NACINA_UPORABE_ZEMLJISTA=101 | NACINA_UPORABE_ZEMLJISTA=ORANICA || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=5553587 | SIFRA_NACINA_UPORABE_ZEMLJISTA=106 | NACINA_UPORABE_ZEMLJISTA=LIVADA || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=5554722 | SIFRA_NACINA_UPORABE_ZEMLJISTA=101 | NACINA_UPORABE_ZEMLJISTA=ORANICA || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=697.5 | NACIN_UPORABE_ID=7514964 | SIFRA_NACINA_UPORABE_ZEMLJISTA=101 | NACINA_UPORABE_ZEMLJISTA=ORANICA || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=7742438 | SIFRA_NACINA_UPORABE_ZEMLJISTA=547 | NACINA_UPORABE_ZEMLJISTA=NERAZVRSTANA CESTA,CESTICE.37462767,37462767,697.5,325392
151,697.51,697.51,697.5070999914254,"https://www.google.com/maps?q=45.83132358577475,16.13181253021464",source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=5557706 | SIFRA_NACINA_UPORABE_ZEMLJISTA=502 | NACINA_UPORABE_ZEMLJISTA=DVORIŠTE || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=5557707 | SIFRA_NACINA_UPORABE_ZEMLJISTA=523 | NACINA_UPORABE_ZEMLJISTA=PUT || source=nacini_uporabe_zgrada.gml::ZGRADE | intersect_area_m2=5.1 | ZGRADA_ID=11846045 | BROJ_ZGRADE=9858 | SIFRA_NACINA_UPORABE_ZGRADE=408 | NACIN_UPORABE_ZGRADE=STEPENIŠTE || source=nacini_uporabe_zgrada.gml::ZGRADE | intersect_area_m2=84.25 | ZGRADA_ID=11846284 | BROJ_ZGRADE=833 | SIFRA_NACINA_UPORABE_ZGRADE=101 | NACIN_UPORABE_ZGRADE=KUĆA || source=nacini_uporabe_zgrada.gml::ZGRADE | intersect_area_m2=34.89 | ZGRADA_ID=11844940 | BROJ_ZGRADE=3990 | SIFRA_NACINA_UPORABE_ZGRADE=601 | NACIN_UPORABE_ZGRADE=GOSPODARSKA ZGRADA,CESTICE.37456628,37456628,697.51,325392
2460,697.71,697.71,697.7099499853591,"https://www.google.com/maps?q=45.82140969292438,16.171235923663478",source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=6148587 | SIFRA_NACINA_UPORABE_ZEMLJISTA=502 | NACINA_UPORABE_ZEMLJISTA=DVORIŠTE || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=7663932 | SIFRA_NACINA_UPORABE_ZEMLJISTA=502 | NACINA_UPORABE_ZEMLJISTA=DVORIŠTE || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=6148589 | SIFRA_NACINA_UPORABE_ZEMLJISTA=523 | NACINA_UPORABE_ZEMLJISTA=PUT || source=nacini_uporabe_zgrada.gml::ZGRADE | intersect_area_m2=43.48 | ZGRADA_ID=11844692 | BROJ_ZGRADE=4020 | SIFRA_NACINA_UPORABE_ZGRADE=601 | NACIN_UPORABE_ZGRADE=GOSPODARSKA ZGRADA || source=nacini_uporabe_zgrada.gml::ZGRADE | intersect_area_m2=12.24 | ZGRADA_ID=11847773 | BROJ_ZGRADE=7767 | SIFRA_NACINA_UPORABE_ZGRADE=407 | NACIN_UPORABE_ZGRADE=TERASA || source=nacini_uporabe_zgrada.gml::ZGRADE | intersect_area_m2=87.67 | ZGRADA_ID=11849214 | BROJ_ZGRADE=943 | SIFRA_NACINA_UPORABE_ZGRADE=101 | NACIN_UPORABE_ZGRADE=KUĆA,CESTICE.37456743,37456743,697.71,325392
7120/7,697.75,697.75,697.753899973291,"https://www.google.com/maps?q=45.81427289231378,16.129079281826012",source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=7136886 | SIFRA_NACINA_UPORABE_ZEMLJISTA=106 | NACINA_UPORABE_ZEMLJISTA=LIVADA || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=7136887 | SIFRA_NACINA_UPORABE_ZEMLJISTA=106 | NACINA_UPORABE_ZEMLJISTA=LIVADA || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=7136885 | SIFRA_NACINA_UPORABE_ZEMLJISTA=106 | NACINA_UPORABE_ZEMLJISTA=LIVADA || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=7136884 | SIFRA_NACINA_UPORABE_ZEMLJISTA=106 | NACINA_UPORABE_ZEMLJISTA=LIVADA || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=7136891 | SIFRA_NACINA_UPORABE_ZEMLJISTA=106 | NACINA_UPORABE_ZEMLJISTA=LIVADA || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=7136883 | SIFRA_NACINA_UPORABE_ZEMLJISTA=106 | NACINA_UPORABE_ZEMLJISTA=LIVADA || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=7136890 | SIFRA_NACINA_UPORABE_ZEMLJISTA=106 | NACINA_UPORABE_ZEMLJISTA=LIVADA || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=7136882 | SIFRA_NACINA_UPORABE_ZEMLJISTA=106 | NACINA_UPORABE_ZEMLJISTA=LIVADA || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=697.75 | NACIN_UPORABE_ID=7162468 | SIFRA_NACINA_UPORABE_ZEMLJISTA=523 | NACINA_UPORABE_ZEMLJISTA=PUT || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=7162467 | SIFRA_NACINA_UPORABE_ZEMLJISTA=106 | NACINA_UPORABE_ZEMLJISTA=LIVADA,CESTICE.40355392,40355392,697.75,325392
4002,697.95,697.95,697.9459000295009,"https://www.google.com/maps?q=45.81238891708616,16.17864290227555",source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=6251318 | SIFRA_NACINA_UPORABE_ZEMLJISTA=523 | NACINA_UPORABE_ZEMLJISTA=PUT || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=5552898 | SIFRA_NACINA_UPORABE_ZEMLJISTA=101 | NACINA_UPORABE_ZEMLJISTA=ORANICA || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=5556951 | SIFRA_NACINA_UPORABE_ZEMLJISTA=101 | NACINA_UPORABE_ZEMLJISTA=ORANICA || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=5556950 | SIFRA_NACINA_UPORABE_ZEMLJISTA=502 | NACINA_UPORABE_ZEMLJISTA=DVORIŠTE || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=697.95 | NACIN_UPORABE_ID=5556952 | SIFRA_NACINA_UPORABE_ZEMLJISTA=523 | NACINA_UPORABE_ZEMLJISTA=PUT || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=5551931 | SIFRA_NACINA_UPORABE_ZEMLJISTA=103 | NACINA_UPORABE_ZEMLJISTA=VOĆNJAK || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=6806154 | SIFRA_NACINA_UPORABE_ZEMLJISTA=101 | NACINA_UPORABE_ZEMLJISTA=ORANICA,CESTICE.37457642,37457642,697.95,325392
4985,698.0,698.0,698.1141500057979,"https://www.google.com/maps?q=45.81780944796818,16.16096964835369",source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=5557303 | SIFRA_NACINA_UPORABE_ZEMLJISTA=523 | NACINA_UPORABE_ZEMLJISTA=PUT || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=5554274 | SIFRA_NACINA_UPORABE_ZEMLJISTA=101 | NACINA_UPORABE_ZEMLJISTA=ORANICA || source=nacini_uporabe_zgrada.gml::ZGRADE | intersect_area_m2=4.17 | ZGRADA_ID=11844115 | BROJ_ZGRADE=8452 | SIFRA_NACINA_UPORABE_ZGRADE=407 | NACIN_UPORABE_ZGRADE=TERASA || source=nacini_uporabe_zgrada.gml::ZGRADE | intersect_area_m2=6.78 | ZGRADA_ID=11844113 | BROJ_ZGRADE=8450 | SIFRA_NACINA_UPORABE_ZGRADE=407 | NACIN_UPORABE_ZGRADE=TERASA || source=nacini_uporabe_zgrada.gml::ZGRADE | intersect_area_m2=135.12 | ZGRADA_ID=11846018 | BROJ_ZGRADE=297 | SIFRA_NACINA_UPORABE_ZGRADE=101 | NACIN_UPORABE_ZGRADE=KUĆA,CESTICE.37455965,37455965,698.0,325392
5834/1,698.0,698.0,698.2832999912424,"https://www.google.com/maps?q=45.82213887589253,16.139548196238668",source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=7705262 | SIFRA_NACINA_UPORABE_ZEMLJISTA=523 | NACINA_UPORABE_ZEMLJISTA=PUT || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=5553638 | SIFRA_NACINA_UPORABE_ZEMLJISTA=101 | NACINA_UPORABE_ZEMLJISTA=ORANICA || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=698.28 | NACIN_UPORABE_ID=5552500 | SIFRA_NACINA_UPORABE_ZEMLJISTA=101 | NACINA_UPORABE_ZEMLJISTA=ORANICA || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=6909000 | SIFRA_NACINA_UPORABE_ZEMLJISTA=106 | NACINA_UPORABE_ZEMLJISTA=LIVADA || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=7705261 | SIFRA_NACINA_UPORABE_ZEMLJISTA=502 | NACINA_UPORABE_ZEMLJISTA=DVORIŠTE,CESTICE.37458043,37458043,698.0,325392
2774,698.0,698.0,698.4033499883553,"https://www.google.com/maps?q=45.819667074033696,16.177045099977587",source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=5557508 | SIFRA_NACINA_UPORABE_ZEMLJISTA=502 | NACINA_UPORABE_ZEMLJISTA=DVORIŠTE || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=6464603 | SIFRA_NACINA_UPORABE_ZEMLJISTA=523 | NACINA_UPORABE_ZEMLJISTA=PUT || source=nacini_uporabe_zgrada.gml::ZGRADE | intersect_area_m2=6.03 | ZGRADA_ID=11843182 | BROJ_ZGRADE=7680 | SIFRA_NACINA_UPORABE_ZGRADE=407 | NACIN_UPORABE_ZGRADE=TERASA || source=nacini_uporabe_zgrada.gml::ZGRADE | intersect_area_m2=114.64 | ZGRADA_ID=11846936 | BROJ_ZGRADE=2158 | SIFRA_NACINA_UPORABE_ZGRADE=101 | NACIN_UPORABE_ZGRADE=KUĆA || source=nacini_uporabe_zgrada.gml::ZGRADE | intersect_area_m2=14.1 | ZGRADA_ID=11843413 | BROJ_ZGRADE=7674 | SIFRA_NACINA_UPORABE_ZGRADE=407 | NACIN_UPORABE_ZGRADE=TERASA,CESTICE.37456409,37456409,698.0,325392
7015,698.1,698.1,698.100599999809,"https://www.google.com/maps?q=45.81829572647722,16.129561663478277",source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=7246426 | SIFRA_NACINA_UPORABE_ZEMLJISTA=303 | NACINA_UPORABE_ZEMLJISTA=KANAL || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=7889564 | SIFRA_NACINA_UPORABE_ZEMLJISTA=547 | NACINA_UPORABE_ZEMLJISTA=NERAZVRSTANA CESTA || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=5557426 | SIFRA_NACINA_UPORABE_ZEMLJISTA=502 | NACINA_UPORABE_ZEMLJISTA=DVORIŠTE || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=5557428 | SIFRA_NACINA_UPORABE_ZEMLJISTA=502 | NACINA_UPORABE_ZEMLJISTA=DVORIŠTE || source=nacini_uporabe_zgrada.gml::ZGRADE | intersect_area_m2=0.0 | ZGRADA_ID=11846023 | BROJ_ZGRADE=303 | SIFRA_NACINA_UPORABE_ZGRADE=601 | NACIN_UPORABE_ZGRADE=GOSPODARSKA ZGRADA || source=nacini_uporabe_zgrada.gml::ZGRADE | intersect_area_m2=98.81 | ZGRADA_ID=11847046 | BROJ_ZGRADE=5017 | SIFRA_NACINA_UPORABE_ZGRADE=101 | NACIN_UPORABE_ZGRADE=KUĆA,CESTICE.37455312,37455312,698.1,325392
6501,698.15,698.15,698.1474000093726,"https://www.google.com/maps?q=45.82155603009794,16.12581745234209",source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=5557722 | SIFRA_NACINA_UPORABE_ZEMLJISTA=502 | NACINA_UPORABE_ZEMLJISTA=DVORIŠTE || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=5556803 | SIFRA_NACINA_UPORABE_ZEMLJISTA=502 | NACINA_UPORABE_ZEMLJISTA=DVORIŠTE || source=nacini_uporabe_zgrada.gml::ZGRADE | intersect_area_m2=83.17 | ZGRADA_ID=11847270 | BROJ_ZGRADE=4380 | SIFRA_NACINA_UPORABE_ZGRADE=101 | NACIN_UPORABE_ZGRADE=KUĆA || source=nacini_uporabe_zgrada.gml::ZGRADE | intersect_area_m2=0.0 | ZGRADA_ID=11846569 | BROJ_ZGRADE=1455 | SIFRA_NACINA_UPORABE_ZGRADE=102 | NACIN_UPORABE_ZGRADE=STAMBENA ZGRADA || source=nacini_uporabe_zgrada.gml::ZGRADE | intersect_area_m2=21.24 | ZGRADA_ID=11847268 | BROJ_ZGRADE=4378 | SIFRA_NACINA_UPORABE_ZGRADE=601 | NACIN_UPORABE_ZGRADE=GOSPODARSKA ZGRADA,CESTICE.37452495,37452495,698.15,325392
8137,698.17,698.17,698.1657000030389,"https://www.google.com/maps?q=45.798525974039514,16.15262396229161",source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=7774136 | SIFRA_NACINA_UPORABE_ZEMLJISTA=523 | NACINA_UPORABE_ZEMLJISTA=PUT || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=484.33 | NACIN_UPORABE_ID=7774135 | SIFRA_NACINA_UPORABE_ZEMLJISTA=502 | NACINA_UPORABE_ZEMLJISTA=DVORIŠTE || source=nacini_uporabe_zgrada.gml::ZGRADE | intersect_area_m2=49.85 | ZGRADA_ID=14440127 | BROJ_ZGRADE=18149 | SIFRA_NACINA_UPORABE_ZGRADE=401 | NACIN_UPORABE_ZGRADE=GARAŽA || source=nacini_uporabe_zgrada.gml::ZGRADE | intersect_area_m2=138.08 | ZGRADA_ID=11844268 | BROJ_ZGRADE=3552 | SIFRA_NACINA_UPORABE_ZGRADE=101 | NACIN_UPORABE_ZGRADE=KUĆA || source=nacini_uporabe_zgrada.gml::ZGRADE | intersect_area_m2=14.33 | ZGRADA_ID=14440126 | BROJ_ZGRADE=18148 | SIFRA_NACINA_UPORABE_ZGRADE=402 | NACIN_UPORABE_ZGRADE=NADSTREŠNICA || source=nacini_uporabe_zgrada.gml::ZGRADE | intersect_area_m2=11.58 | ZGRADA_ID=14440125 | BROJ_ZGRADE=18147 | SIFRA_NACINA_UPORABE_ZGRADE=404 | NACIN_UPORABE_ZGRADE=SPREMIŠTE || source=nacini_uporabe_zgrada.gml::ZGRADE | intersect_area_m2=0.0 | ZGRADA_ID=11846204 | BROJ_ZGRADE=6506 | SIFRA_NACINA_UPORABE_ZGRADE=201 | NACIN_UPORABE_ZGRADE=POSLOVNA ZGRADA,CESTICE.37452674,37452674,698.17,325392
228,698.64,698.64,698.6371500072696,"https://www.google.com/maps?q=45.82935782502118,16.134690460161245",source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=6324038 | SIFRA_NACINA_UPORABE_ZEMLJISTA=502 | NACINA_UPORABE_ZEMLJISTA=DVORIŠTE || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=7781910 | SIFRA_NACINA_UPORABE_ZEMLJISTA=547 | NACINA_UPORABE_ZEMLJISTA=NERAZVRSTANA CESTA || source=nacini_uporabe_zgrada.gml::ZGRADE | intersect_area_m2=117.95 | ZGRADA_ID=11845666 | BROJ_ZGRADE=6577 | SIFRA_NACINA_UPORABE_ZGRADE=101 | NACIN_UPORABE_ZGRADE=KUĆA || source=nacini_uporabe_zgrada.gml::ZGRADE | intersect_area_m2=15.84 | ZGRADA_ID=11849336 | BROJ_ZGRADE=8971 | SIFRA_NACINA_UPORABE_ZGRADE=407 | NACIN_UPORABE_ZGRADE=TERASA || source=nacini_uporabe_zgrada.gml::ZGRADE | intersect_area_m2=3.3 | ZGRADA_ID=11847689 | BROJ_ZGRADE=10669 | SIFRA_NACINA_UPORABE_ZGRADE=408 | NACIN_UPORABE_ZGRADE=STEPENIŠTE,CESTICE.37453837,37453837,698.64,325392
5881,698.65,698.65,698.6463999992803,"https://www.google.com/maps?q=45.82351875613397,16.140548797967952",source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=6504854 | SIFRA_NACINA_UPORABE_ZEMLJISTA=523 | NACINA_UPORABE_ZEMLJISTA=PUT || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=5553627 | SIFRA_NACINA_UPORABE_ZEMLJISTA=523 | NACINA_UPORABE_ZEMLJISTA=PUT || source=nacini_uporabe_zemljista.gml::NACINI_UPORABE | intersect_area_m2=0.0 | NACIN_UPORABE_ID=5556814 | SIFRA_NACINA_UPORABE_ZEMLJISTA=502 | NACINA_UPORABE_ZEMLJISTA=DVORIŠTE || source=nacini_uporabe_zgrada.gml::ZGRADE | intersect_area_m2=140.98 | ZGRADA_ID=12874528 | BROJ_ZGRADE=17655 | SIFRA_NACINA_UPORABE_ZGRADE=101 | NACIN_UPORABE_ZGRADE=KUĆA,CESTICE.37454229,37454229,698.65,325392
